Date;house_price;FTEE;CtE;Yearwage;population;EHW;SandP500;SandP500wu;Wiwu;u;ln_stock;u_transformed
1942Q3;5.12576469325;48136.4375;87.98125;1.82760554187517;135.096868896875;378.897275639539;8.63666666666666;4725.67327510138;51.9677740592658;3.77666666666666;8.46076532186176;1.36734009385624
1942Q4;5.167434014;49599.5625;93.81875;1.89131539275641;135.528119478125;370.288645207953;9.43666666666666;4989.4727779451;52.7171274938496;3.07666666666666;8.51508552744118;1.15509665785161
1943Q1;5.3153034965;52080.40625;102.45625;1.96710225146067;136.04062170625;367.595122055465;10.6166666666666;5397.10971241236;54.6420978291544;2.26333333333333;8.59361885081898;0.839732051715803
1943Q2;5.463172979;53314.34375;107.74375;2.02083849759657;136.48437209375;368.974430448134;11.81;5844.10877665182;57.0662169599895;1.94333333333333;8.67318938608748;0.68402935483059
1943Q3;5.6110424615;54244.96875;112.24375;2.06915218075095;136.92187209375;371.299146275107;12.0266666666666;5812.36449331716;57.0692236409395;1.89333333333333;8.66774273664617;0.657453807924631
1943Q4;5.758911944;54872.28125;115.95625;2.11318317475771;137.35312170625;374.318962306948;11.5633333333333;5471.99763440248;55.5176486736852;1.45666666666666;8.6073990269928;0.390824522673178
1944Q1;5.9976797085;54906.1249999999;118.428125;2.15691548130012;137.793744478125;383.159540732922;11.9066666666666;5520.22866444894;56.4076238501248;1.26666666666666;8.61617456313217;0.249136350886728
1944Q2;6.236447473;55042.8749999999;120.746875;2.19368561402515;138.206243896875;392.90770518478;12.22;5570.53386404707;57.3740031779044;1.36;8.62524617465638;0.321178026879963
1944Q3;6.4752152375;54992.375;122.459375;2.22684891339336;138.606243509375;403.038236939428;12.8033333333333;5749.529416355;59.0372174957667;1.26666666666666;8.65687328980836;0.249136350886728
1944Q4;6.713983002;54754.6249999999;123.565625;2.25672086711859;138.993743315624;413.52107103834;12.9433333333333;5735.46047361166;59.7219678988526;0.966666666666666;8.65442331816443;-0.0241878594880429
1945Q1;6.9116657655;54567.28125;123.440625;2.26218444735651;139.3374938;425.718683935526;13.7866666666666;6094.40431914254;62.4703633080797;1.07333333333333;8.71512630443086;0.0815604219664245
1945Q2;7.109348529;53859.96875;123.584375;2.29459116285833;139.7124938;432.87223813878;14.73;6419.44422972984;64.677772812029;1.18;8.76708682435883;0.177384611048061
1945Q3;7.3070312925;52870.34375;123.371875;2.33354712581441;140.0874938;438.655679827873;15.15;6492.26228705908;65.4745695442625;2.15;8.77836632939862;0.787202334285578
1945Q4;7.504714056;51598.40625;122.803125;2.3801724589593;140.4624938;442.880030643905;16.9566666666666;7124.13363277075;69.0657211059622;3.59333333333333;8.87124340234293;1.3156751072823
1946Q1;7.95690470425;48359.3125;118.76875;2.45619956548662;140.649991878125;455.63829493067;17.8733333333333;7276.8245644536;70.7821364586462;4.04333333333333;8.89244985983243;1.43834291960362
1946Q2;8.4090953525;47196.6875;118.73125;2.51576037790042;141.099992646875;471.636051997471;18.6466666666666;7411.9406722784;72.6413780552649;4.05999999999999;8.91084758309345;1.44263016352781
1946Q3;8.86128600074999;46425.6875;119.58125;2.57581100780297;141.624994184375;487.217258766485;16.9466666666666;6579.15763824661;69.4374275276992;3.74666666666666;8.79166199762074;1.35905313718267
1946Q4;9.313476649;46046.3125;121.31875;2.63468510197144;142.224996490625;502.758064987875;14.8566666666666;5638.87754766211;65.6715713464663;4.04;8.63744030831375;1.43748343998966
1947Q1;9.80857829675;46893.25;127.2;2.71250554422667;143.118753409375;517.525761942481;15.39;5673.721122066;66.9204624231846;4.16666666666666;8.6436004640139;1.46967597005894
1947Q2;10.3036799445;46963.25;128.7;2.7404367531957;143.781255715625;540.59851561417;14.5933333333333;5325.18523418415;66.7762358966621;3.76666666666666;8.5802027757349;1.3645848250375
1947Q3;10.79878159225;47091;130.1;2.76272354832914;144.431257253124;564.544940847895;15.43;5585.06840444889;69.858954926437;3.5;8.6278519593153;1.28839014613852
